鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
岡山區,房地(土地+建物),高雄市岡山區大德三路1~30號,13.21,住,,,1071207,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820717.0,111.23,3,2,2,有,無,2900000,26072.0,,0.0,0,,RPPOMLMJJHOFFFE87CA
岡山區,房地(土地+建物)+車位,高雄市岡山區岡山路481~510號,9.66,住,,,1071206,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841118.0,162.99,6,0,3,有,有,3500000,21474.0,坡道平面,0.0,0,,RPWNMLMLKINFFFE78CA
左營區,房地(土地+建物)+車位,高雄市左營區南屏路301~330號,29.55,住,,,1071125,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,880416.0,218.37,4,2,2,有,有,11800000,54037.0,坡道平面,0.0,0,,RPUOMLRJJHOFFEE78CA
左營區,房地(土地+建物)+車位,高雄市左營區崇德路61~90號,10.68,商,,,1071107,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970103.0,131.28,3,2,2,有,有,7600000,57892.0,坡道機械,9.88,0,有增建,RPWOMLPLKINFFEE09CA
楠梓區,房地(土地+建物),高雄市楠梓區旗楠路126巷91~120號,13.04,住,,,1071206,土地1建物1車位0,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,811222.0,108.2,3,2,2,有,無,3400000,31423.0,,0.0,0,,RPTPMLRLKINFFEE09CA
左營區,房地(土地+建物)+車位,高雄市左營區博愛四路1~30號,9.5,住,,,1071117,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1031128.0,137.49,3,2,2,有,有,9560000,69532.0,坡道機械,6.99,0,,RPTOMLOLKINFFEE68CA
三民區,房地(土地+建物),高雄市三民區大慶街61~90號,18.94,住,,,1071201,土地2建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820513.0,118.11,3,2,2,有,有,4600000,38947.0,,0.0,0,附家電傢俱裝潢,RPUOMLSLKINFFDE09CA
三民區,房地(土地+建物)+車位,高雄市三民區河堤路481~510號,20.74,住,,,1071105,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860709.0,198.12,3,2,3,有,有,10100000,50979.0,坡道平面,19.57,0,,RPTOMLQLKINFFDE78CA
三民區,房地(土地+建物)+車位,高雄市三民區鼎和街45巷1~30號,28.86,住,,,1071211,土地1建物1車位1,一層，二層，三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880603.0,205.77,3,2,2,有,有,7500000,36448.0,其他,0.0,0,,RPWNMLSLKINFFDE56CA
三民區,房地(土地+建物)+車位,高雄市三民區建安街43巷1~30號,15.96,商,,,1070925,土地1建物1車位1,二十一層，二十二層，電梯樓梯間,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831004.0,214.52,3,2,3,有,有,7000000,32631.0,坡道平面,0.0,0,,RPOOMLSLKINFFDE48CA
三民區,房地(土地+建物)+車位,高雄市三民區鼎文街61~90號,19.69,住,,,1071125,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890929.0,139.47,4,2,2,有,有,7000000,50190.0,坡道平面,23.35,0,,RPUNMLQLKINFFDE78CA
三民區,房地(土地+建物),高雄市三民區褒忠街151~180號,7.79,商,,,1071110,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,891211.0,74.43,2,1,1,有,有,3300000,44337.0,,0.0,0,,RPQNMLNLKINFFDE08CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區新光路62巷1~30號,3.93,商,,,1071204,土地1建物1車位1,三十一層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860421.0,113.89,2,1,1,有,有,4500000,39512.0,坡道平面,0.0,0,,RPQNMLSJJHOFFBE08CA
苓雅區,房地(土地+建物),高雄市苓雅區新光路62巷1~30號,4.02,商,,,1071212,土地1建物1車位0,三十二層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860421.0,93.91,2,2,1,有,有,3600000,38335.0,,0.0,0,,RPTNMLRLKINFFBE58CA
苓雅區,房地(土地+建物),高雄市苓雅區英祥街31~60號,11.86,住,,,1071210,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840126.0,115.5,3,2,2,有,無,4190000,36277.0,,0.0,0,,RPQNMLOLKINFFBE97CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區富農路61~90號,16.1,商,,,1071207,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020522.0,245.98,4,2,2,有,有,16200000,63731.0,坡道平面,23.17,2000000,,RPSOMLQLKINFFAE38CA
鼓山區,房地(土地+建物),高雄市鼓山區文忠路91~120號,7.17,商,,,1071130,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940520.0,68.63,2,1,1,有,有,4100000,59741.0,,0.0,0,,RPPNMLLJJHOFFAE17CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍勝路31~60號,7.07,商,,,1071202,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001007.0,77.88,2,1,1,有,有,5300000,68053.0,坡道機械,0.0,0,,RPWPMLMJJHOFFAE18CA
前金區,房地(土地+建物)+車位,高雄市前金區市中一路91~120號,9.11,商,,,1071011,土地1建物1車位1,七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,910618.0,150.91000000000003,3,2,2,有,有,8000000,53012.0,坡道平面,38.22,0,陽台外推,RPWNMLRKJHOFFAE58CA
鼓山區,房地(土地+建物),高雄市鼓山區美術南五街181~210號,16.09,住,,,1071109,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940616.0,125.55,3,2,2,有,有,6830000,54401.0,,0.0,0,,RPWNMLRJJHOFFAE48CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區河北路211~240號,28.27,住,,,1071126,土地1建物1車位2,十五層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040901.0,324.55,3,2,3,有,有,25300000,77954.0,坡道平面,36.7,0,1. 含裝潢,RPWNMLRLKINFFBE88CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區中正一路211~240號,28.19,商,,,1070629,土地1建物1車位2,二十三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010705.0,536.73,3,2,3,有,有,39800000,74153.0,坡道平面,33.1,0,1. 含裝潢,RPRNMLSLKINFFBE48CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區中正一路211~240號,28.19,商,,,1071125,土地1建物1車位2,二十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010705.0,536.73,0,0,0,無,有,39800000,74153.0,坡道平面,33.1,0,1. 含裝潢,RPTNMLSLKINFFBE68CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區中華五路1441~1470號,10.39,商,,,1071130,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950314.0,106.09,2,1,1,有,有,6850000,64568.0,坡道平面,24.17,0,,RPXNMLOLKINFFCE78CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區中華五路1411~1440號,16.25,商,,,1071210,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950314.0,169.20999999999995,3,2,2,有,有,11100000,65599.0,其他,48.36,0,,RPQOMLQLKINFFCE38CA
前鎮區,房地(土地+建物),高雄市前鎮區武慶一路151~180號,14.24,住,,,1071212,土地2建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980722.0,108.93,2,2,1,有,有,5800000,53245.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLRLKINFFCE58CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區凱旋四路241~270號,13.84,住,,,1071205,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,891023.0,128.46,1,2,2,有,有,5600000,43593.0,坡道平面,0.0,0,,RPRPMLRLKINFFCE68CA
前鎮區,房地(土地+建物),高雄市前鎮區沱江街121~150號,3.95,住,,,1071121,土地2建物1車位0,十八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860527.0,81.52,2,2,1,有,有,3998000,49043.0,,0.0,0,,RPSPMLRLKINFFCE78CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區瑞北路31~60號,39.73,住,,,1071126,土地2建物2車位1,十五層，十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,810225.0,318.39,6,3,4,有,有,9100000,28581.0,坡道平面,0.0,2000000,含增建或未登記建物。,RPROMLSLKINFFCE68CA
三民區,房地(土地+建物)+車位,高雄市三民區鼎華路151~180號,8.44,商,,,1071128,土地1建物1車位1,十八層，電梯樓梯間,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840419.0,103.68,3,2,2,有,有,4800000,46296.0,坡道平面,0.0,0,是車位權利使用證明書,RPQNMLPLKINFFDE28CA
三民區,房地(土地+建物)+車位,高雄市三民區自立一路85巷1~30號,13.55,商,,,1071125,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871113.0,101.18,2,2,1,有,有,5250000,51888.0,坡道平面,21.45,0,,RPXOMLOLKINFFDE98CA
三民區,房地(土地+建物)+車位,高雄市三民區鼎祥街91~120號,23.73,住,,,1071117,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040923.0,227.99,4,2,2,有,有,15300000,67108.0,坡道平面,22.46,0,,RPTNMLQLKINFFDE68CA
三民區,房地(土地+建物)+車位,高雄市三民區鼎和街31~60號,18.09,住,,,1071117,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880603.0,142.13,3,2,2,有,有,5600000,39401.0,坡道平面,26.48,0,,RPQPMLRLKINFFDE68CA
三民區,房地(土地+建物)+車位,高雄市三民區興昌街31~60號,28.91,住,,,1071123,土地1建物1車位1,十五層，十六層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831013.0,246.95,4,2,4,有,有,9600000,38874.0,坡道平面,0.0,0,含增建或未登記建物。;,RPRNMLMJJHOFFDE77CA
三民區,房地(土地+建物)+車位,高雄市三民區鼎力路61~90號,11.63,商,,,1071119,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021023.0,149.69,3,2,2,有,有,8800000,58788.0,坡道平面,0.0,0,,RPSPMLPKJHOFFDE48CA
三民區,房地(土地+建物)+車位,高雄市三民區民族一路100巷1~30號,7.51,商,,,1071213,土地1建物1車位1,二十六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841219.0,136.64,3,2,2,有,有,4780000,34982.0,升降機械,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLPKJHOFFDE18CA
左營區,房地(土地+建物)+車位,高雄市左營區文川路421~450號,8.36,商,,,1071130,土地1建物1車位1,七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860419.0,115.1,3,2,2,有,有,4200000,36490.0,坡道機械,0.0,0,,RPVNMLPLKINFFEE88CA
楠梓區,房地(土地+建物),高雄市楠梓區新昌街151~180號,28.17,住,,,1071210,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,781226.0,163.61,3,2,2,有,無,4550000,27810.0,,0.0,0,,RPSPMLOLKINFFEE68CA
楠梓區,房地(土地+建物),高雄市楠梓區惠民路233巷1~30號,14.26,住,,,1071205,土地0建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950816.0,114.89,3,2,2,有,無,4300000,37427.0,,0.0,0,,RPTNMLPLKINFFEE68CA
楠梓區,房地(土地+建物),高雄市楠梓區裕昌街121~150號,7.67,商,,,1071126,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030423.0,80.13,2,1,1,有,有,3600000,44927.0,,0.0,0,,RPPQMLQLKINFFEE68CA
左營區,房地(土地+建物)+車位,高雄市左營區文萊路301~330號,11.39,商,,,1071128,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,900626.0,150.75,3,2,2,有,有,6260000,41526.0,坡道平面,0.0,0,,RPWNMLQLKINFFEE09CA
左營區,房地(土地+建物)+車位,高雄市左營區文自路781~810號,13.73,住,,,1071110,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,890705.0,133.0,3,2,2,有,有,7710000,57970.0,坡道平面,0.0,0,,RPTOMLNJJHOFFEE28CA
楠梓區,房地(土地+建物),高雄市楠梓區興楠路355巷56弄1~30號,5.15,商,,,1071210,土地2建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970108.0,63.82,2,2,1,有,有,3070000,48104.0,,0.0,0,,RPROMLLJJHOFFEE87CA
左營區,房地(土地+建物),高雄市左營區文育路1~30號,12.1,住,,,1071202,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,921017.0,78.42,2,2,1,有,有,4250000,54195.0,,0.0,0,,RPSNMLSJJHOFFEE58CA
左營區,房地(土地+建物)+車位,高雄市左營區菜公里重立路146巷1~30號,22.29,住,,,1071108,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,880616.0,179.87,4,1,2,有,無,8300000,46144.0,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWOMLLKJHOFFEE48CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區常興街61~90號,25.53,商,,,1071115,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1031110.0,184.96,4,2,2,有,有,8550000,46226.0,坡道平面,0.0,0,,RPTPMLLKJHOFFEE28CA
楠梓區,房地(土地+建物),高雄市楠梓區旗楠路871~900號,16.38,商,,,1071117,土地2建物2車位0,一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831014.0,157.11,3,2,2,有,無,4900000,31188.0,,0.0,0,,RPQQMLKMJHOFFEE18CA
岡山區,房地(土地+建物)+車位,高雄市岡山區勵志二路61~90號,34.48,住,,,1071128,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950512.0,173.74,3,2,2,有,有,6000000,34534.0,坡道平面,0.0,0,,RPTNMLPLKINFFFE78CA
鳳山區,房地(土地+建物),高雄市鳳山區建國路三段271~300號,8.31,住,,,1071115,土地1建物1車位0,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830827.0,115.03,3,2,2,有,有,3780000,32861.0,,0.0,0,,RPPNMLQLKINFFGE58CA
鳳山區,房地(土地+建物),高雄市鳳山區建國路三段271~300號,7.98,住,,,1071206,土地1建物1車位0,二十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830827.0,110.13,3,2,2,有,有,4100000,37229.0,,0.0,0,,RPPQMLQLKINFFGE88CA
仁武區,房地(土地+建物),高雄市仁武區八德南路398巷1~30號,15.36,住,,,1071205,土地3建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850702.0,106.9,3,1,2,有,有,4050000,37886.0,,0.0,0,,RPTNMLMJJHOFFIE48CA
前鎮區,房地(土地+建物),高雄市前鎮區成功二路1~30號,21.77,住,,,1071115,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890802.0,159.07,3,2,2,有,有,7680000,48281.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSOMLOLKINFFCE48DA
左營區,房地(土地+建物),高雄市左營區高鐵賂661~690號,12.55,住,,,1070814,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861215.0,127.63,3,2,2,有,有,1750000,13712.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLTKJHOFFEE88DA
茄萣區,房地(土地+建物),高雄市茄萣區建中街61~90號,9.57,住,,,1071108,土地3建物1車位0,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841230.0,104.36,3,2,2,有,有,1550000,14852.0,,0.0,0,,RPTNMLMJJHOFFJE58CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區中山西路331~360號,19.62,住,,,1071126,土地1建物1車位1,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860228.0,169.16,4,2,2,有,有,6500000,38425.0,坡道平面,0.0,0,,RPUNMLMJJHOFFGE38CA
鳳山區,房地(土地+建物),高雄市鳳山區青年路二段141巷1~30號,12.56,住,,,1071120,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841208.0,105.63,3,2,2,有,有,4050000,38341.0,,0.0,0,,RPUPMLQLKINFFGE66CA
岡山區,房地(土地+建物),高雄市岡山區大仁南路151~180號,12.25,住,,,1071201,土地1建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840115.0,86.94,2,2,1,有,有,2100000,24155.0,,0.0,0,,RPTNMLRLKINFFFE98CA
左營區,房地(土地+建物)+車位,高雄市左營區榮成一街1~30號,13.78,住,,,1071205,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,880920.0,136.28,3,2,2,有,有,5625000,41275.0,坡道平面,26.6,0,,RPWNMLRKJHOFFEE98CA
楠梓區,房地(土地+建物),高雄市楠梓區楠梓新路261巷16弄1~30號,10.02,住,,,1071210,土地1建物1車位0,一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830628.0,103.7,3,2,2,有,有,4700000,45323.0,,0.0,0,,RPWNMLSLKINFFEE66CA
左營區,房地(土地+建物)+車位,高雄市左營區先勝路91~120號,14.96,住,,,1071209,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960402.0,137.84,3,2,2,有,有,6500000,47156.0,坡道平面,0.0,0,,RPOOMLQLKINFFEE38CA
左營區,房地(土地+建物)+車位,高雄市左營區辛亥路241~270號,14.36,其他,,,1071125,土地1建物1車位1,十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011105.0,216.78,3,2,2,有,有,13900000,64260.0,坡道平面,25.37,1600000,,RPQOMLQLKINFFEE58CA
三民區,房地(土地+建物),高雄市三民區鼎安路1~30號,18.0,住,,,1071129,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,811228.0,116.31,3,2,2,有,有,4130000,35509.0,,0.0,0,,RPOOMLSJJHOFFDE18CA
三民區,房地(土地+建物),高雄市三民區民祥街1~30號,11.64,住,,,1071002,土地2建物1車位0,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840719.0,118.53,3,2,2,有,有,4150000,35012.0,,0.0,0,,RPQNMLSLKINFFDE58CA
三民區,房地(土地+建物),高雄市三民區建元路1~30號,10.01,商,,,1071124,土地1建物1車位0,十六層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890412.0,145.44,4,2,2,有,無,6000000,41254.0,,0.0,0,,RPXNMLQLKINFFDE09CA
三民區,房地(土地+建物)+車位,高雄市三民區河堤路481~510號,13.43,住,,,1071128,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870122.0,138.9,3,2,2,有,有,6400000,46076.0,坡道平面,16.34,0,,RPRPMLQLKINFFDE68CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區尚義里和平一路151~180號,28.6,商,,,1070808,土地1建物1車位2,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031107.0,450.33,4,2,4,有,有,43600000,99778.0,坡道平面,45.43,3200000,,RPPNMLLLJHOFFBE47CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區光明街61~90號,10.38,商,,,1071210,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960508.0,117.73,2,2,1,有,有,9360000,79504.0,坡道平面,8.89,0,,RPVOMLMJJHOFFBE08CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區馬卡道路331~360號,12.09,商,,,1071109,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040731.0,162.88,3,2,2,有,無,12280000,75393.0,升降平面,0.0,0,,RPSNMLTJJHOFFAE28CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區馬卡道路331~360號,12.09,商,,,1071205,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040731.0,162.88,3,2,2,有,無,13280000,81532.0,升降平面,0.0,0,,RPUNMLTJJHOFFAE48CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區富農路121~150號,12.98,商,,,1071201,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940929.0,128.26999999999998,3,2,2,有,有,8100000,63148.0,坡道機械,5.26,0,,RPUNMLQLKINFFAE48CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區文信路211~240號,11.76,商,,,1071202,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931025.0,122.89,3,2,2,有,有,8000000,65099.0,坡道機械,0.0,0,,RPROMLRLKINFFAE38CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區南屏路841~870號,18.07,商,,,1071107,土地1建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951205.0,216.6,4,2,2,有,有,15000000,69252.0,坡道平面,26.88,0,,RPPNMLKMKINFFAE47CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東六街121~150號,12.22,商,,,1071115,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951101.0,142.41,3,2,2,有,有,7250000,50909.0,坡道平面,21.53,0,,RPOOMLRLKINFFAE08CA
新興區,房地(土地+建物)+車位,高雄市新興區復興一路61~90號,14.0,商,,,1071128,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860120.0,249.31,4,2,3,有,有,11000000,44122.0,坡道平面,0.0,0,,RPPOMLNJJHOFFBE57CA
新興區,房地(土地+建物)+車位,高雄市新興區七賢二路31~60號,10.18,商,,,1071018,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060424.0,177.49,2,2,2,有,有,11300000,63666.0,坡道平面,37.25,0,,RPRNMLMLJHOFFBE77CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區沱江街121~150號,10.77,商,,,1071206,土地1建物1車位1,九層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800702.0,111.41,3,2,2,有,有,5450000,48918.0,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPPMLQLKINFFCE38CA
前鎮區,房地(土地+建物),高雄市前鎮區三多三路121~150號,2.18,商,,,1071214,土地1建物1車位0,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840327.0,42.55,1,1,1,有,有,1690000,39718.0,,0.0,0,,RPVNMLLLJHOFFCE18CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區鄭和南路361~390號,24.39,商,,,1071220,土地1建物1車位2,十八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960509.0,286.24,3,2,3,有,有,17500000,61138.0,坡道平面,0.0,0,,RPXNMLMLJHOFFCE48CA
三民區,房地(土地+建物)+車位,高雄市三民區明誠一路91~120號,21.24,住,,,1071209,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950303.0,151.62,3,2,2,有,有,6250000,42404.0,坡道平面,27.81,1000000,,RPSOMLSLKINFFDE88CA
三民區,房地(土地+建物),高雄市三民區民族一路100巷1~30號,4.02,商,,,1071212,土地1建物1車位0,十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841219.0,72.24000000000002,2,2,1,有,有,3120000,43189.0,,0.0,0,,RPVNMLRLKINFFDE98CA
三民區,房地(土地+建物)+車位,高雄市三民區建和街1~30號,16.82,商,,,1071123,土地1建物1車位1,四層，電梯樓梯間,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830609.0,133.31,3,2,2,有,有,5000000,37507.0,坡道平面,0.0,0,,RPQOMLSJJHOFFDE38CA
三民區,房地(土地+建物)+車位,高雄市三民區莊敬路241~270號,21.91,住,,,1071116,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830620.0,160.5,3,2,2,有,有,5600000,34891.0,坡道平面,0.0,0,,RPPPMLPKJHOFFDE18CA
三民區,房地(土地+建物),高雄市三民區建國三路1~30號,2.16,商,,,1071130,土地1建物1車位0,十層，走廊,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840615.0,35.1,1,1,1,有,有,1330000,37892.0,,0.0,0,,RPXNMLOKJHOFFDE68CA
三民區,房地(土地+建物),高雄市三民區寶興路61~90號,17.23,住,,,1071205,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860419.0,103.39,3,2,2,有,有,5100000,49328.0,,0.0,0,,RPQOMLSKJHOFFDE48CA
左營區,房地(土地+建物)+車位,高雄市左營區南屏路91~120號,22.2,住,,,1071213,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010914.0,173.14,3,2,2,有,有,9800000,56602.0,坡道平面,29.17,0,,RPOSMLQLKINFFEE78CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區加昌路601~630號,17.44,住,,,1071205,土地1建物1車位1,三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840626.0,191.86,4,1,2,有,有,5400000,28146.0,升降機械,0.0,0,,RPPNMLRLKINFFEE48CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區鳳楠路91~120號,10.7,住,,,1071028,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021028.0,92.1,2,2,1,有,有,4230000,45928.0,坡道機械,0.0,0,,RPPNMLOKJHOFFEE97CA
